reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
AFQEMGLY2RFGH,1400532620,"Kelly Haren ""hydroman""","[1, 1]","Bought this for my wife a couple months ago and it's great!  I bought it over a Kindle because of issues I researched about Amazons' proprietary ebook formats and to get library books or other epubs you had to do some conversion to get them to work on the Kindle.  I wanted the easiest thing for my wife to deal with and the Nook is great - had a couple ebooks (from Borders.com and Barnes and Noble) downloaded and library books the first night!  Just need a free download to manage the books from Adobe and your set.  Its easy to navigate, batteries last about a month and my wife uses it every day.  Buy it!!!!!!!!!!!!!!!!!!",5.0,Awesome - Best E-reader!,1300924800,"03 24, 2011"
AV90JD8C9IUD0,1400532620,Kevin Mesch,"[2, 2]","I bought this on the 27th of December after hassling with FedEx (to the point where I made them just hold it at a FedEx office) 2 days later I finally have it after (It was attempted for delivery on Friday 1/6) I was pleasently surprised to discover how small this thing is. I've watched a ton of reviews and unboxing a on it and I guess the camera angles made it look wider. It's so tiny it can fit in a larger pocket (Like pajama pockets). I already have 12 books and I actually finished one just now I started reading it at 1:30pm and it's 11:45pm I say not bad the book was 155 pages too. Once I got the hang of it I was very pleased with my purchase and I recommend probably just getting the Nook Simple Touch but coming down to reading it doesn't matter just read people! That's a little rant. So I'll maybe give another in depth review of this in a week. See you soon, thanks for reading my review.",4.0,Needed to get acquainted with at first.,1325980800,"01 8, 2012"
A3ZCIEUX68DEZ,1400532620,Kris Garvey,"[0, 0]","When I first heard about e-book readers, I was skeptical and did not want to give up my precious collection of books. (I have a teeny tiny little hoarder of books inside of me!) But then I finally caved and decided to try one because of my difficulty in reading larger and heavier books laying in bed at night, and due to being away from home for periods of time where I couldn't easily carry a dozen books with me.The first reader I had experience with was when my grandpa had purchased one of those huge honkin' Kindle DS readers with the full key pad. I was excited about that one, but the price was WAY out of range. I decided to try and go with the Nook (after my typical pre-purchase ritual of spending days doing research on the best option) and I was so thrilled with it, I had nothing bad to say. I used that little beauty for a few good years, until I was forced to sell it to help pay bills. From the very moment the Nook left my hands I regretted it. I was certain I'd never find one that good again. And I don't believe there has been any readers since then that are that good still!Fast-forward to this Black Friday. The FIRST Black Friday when I actually HAVE some money to spend! And I am looking for a really good e-reader! I did come across the Nook on Amazon, and saw the new Nook Simple Touch, which intrigued me, because I wanted to stick with the e-ink display, and not have a full-size touch screen battery killer. Finally, I realized my love for the original Nook had never died, and it still had everything I could ever want in an e-book reader. I was even able to buy one from a vendor here on Amazon, who lived less than half an hour away from me, and it only cost me $50!!! I was SOOOOO excited!!Now, if only I had NOT wasted $5 on that stupid fake-leather black cover, that completely RUINED the casing on my Nook... :(",5.0,After All These 'Cutting Edge' E-Readers...,1354665600,"12 5, 2012"
A1WKUY7T0EM0GM,1400532620,"Krystal James ""genie""","[1, 1]","High Points:-Easy to read screen-Touchscreen responsive-Love the physical page turning keys on either side (wish the NookColor had this feature)-Size (can hold it easily in one hand)-Lots of Free Classic Books and Classic Books available for 99 cents-Easily transfer books from your library from device to device (any Nook device or device with a Nook App)-Very organized library (and easy to pick up where you left off no matter how long the Nook has been turned off)-Beautiful design & feels very sturdy and well made-Great accessories-Battery Life (charge lasts about 10 days if you have it on with the internet off for a few hours everyday-MUCH better than the NookColor which gets about 3 days with comparable usage)-eLend compatible with your local library if they offer that feature (which is the only reason I chose this over the Kindle)-Free Updates (as the software improves, you won't have to buy a new device to get the upgrades, like faster page turning, better internet experience, etc)-Free eBook Fridays via the Barnes & Noble storeLower Points:-Delay between turning the page (not a deal breaker by any means but there is a flash everytime you turn the page, which I personally don't like)-Weight (you get used to it, but it could be lighter)-Browsing the internet and playing games via the tiny touchscreen is cumbersome. Not to mention the internet function is quite basic and everything is of course in einkConclusion:If you don't have to have a color screen or a touchscreen and just want an eReader, I think this is a great choice. I love some of the features on this and think they should have been on the NookColor. I definitely read a lot more books now and it's easy to take with me everywhere I go.",5.0,The eReader Experience,1303603200,"04 24, 2011"
A2JWDEMXQ8SQTI,1400532620,Leo,"[2, 3]","I bought this device not expecting much out of it.  Reading books is a breeze...the screen is clear even in bright light.  The device is VERY light...feels like holding a small clipboard. I find myself touching the reading part of the screen....just a bad habit as I am used to using my iphone.  As with any device, you might want to breeze thru the manual first because I sure didn't...took me a while to figure out that the ""n"" on the front is the ""home"" key.The craftsmanship feels pretty low end.  I think if for some reason it fell out my hand, it would definitely break.  i have never dropped it...that's just my opinion.  Battery life is good...tho using the wifi decreases the battery life a lot faster.  Though this can browse the net, don't even think about having a good experience doing that...the browser sucks.  Keep in mind, this is not a computer, nor a pocket PC/tablet PC...so if you're looking for something to browse the net, you should buy something else.On a whole, I find the device to be a little slow, but great for what it is intended for. it probably ""turns"" the pages as fast as you would turn the page of a real book.  I'm already used to fast devices, so that is probably why this seems slow to me.**International Buyers**This device will download books if you're outside the US, however, you need to have a credit card that was issued from the US to purchase the books.  I even tried purchasing an eGift card from Barnes and Nobles and using that to purchase my books, and even though i was successful in purchasing the gift card, it will check your default credit card prior to deducting credit from your gift card.  I ended up having to change the name on the account to my mom's name and used her credit card to purchase books. (she lives in the US)",4.0,Pretty nice! Beware international buyers!! Read this first!!,1301702400,"04 2, 2011"
A23ZWJ9CS8OG30,1400532620,Mammal,"[3, 3]","Amazon is missing big by not supporting library eBooks on its Kindle ! I would've bought Kindle, since I prefer a physical keyboard, better battery life and lighter weight of the Kindle (plus a marginally better processing speed and eink technology), but since my two library systems I belong to contain thousands upon thousands of digital books that I can borrow for 21 days at a time, buying the Nook was a no-brainier !I am cheapskate, so I very rarely buy a book - instead I borrow them from the library. Occasionally though I need to buy a book that is not available in the library at all, or in a digital format, or I need it for more than 21 days (as when I travel overseas), so I end up just buying two digital books from Barnes and Noble for my Nook. Had Amazon not been so afraid of loosing sales by supporting library digital books (a groundless fear IMO), I would've bought those two books from Amazon for my Kindle, instead of from their underdog competitor Barnes and Noble !",4.0,"Unlike Kindle, Nook is Public Library Friendly !",1302134400,"04 7, 2011"
AOY9SZTMNQWAW,1400532620,Mercedes,"[9, 9]","I received the Nook as a Christmas present.  I already own a Kindle latest generations, 3g/wifi.  However I soon discovered that not all books are available on the Kindle and 99.9% of the books I couldn't get on my Kindle are on Nook.  After much research I soon learned that if you want good ebook reader you buy either a Kindle or a Nook.  So I asked Santa for it.I will not tell you I like the Nook better than my Kindle or my Kindle better than my Nook.  Both have excellent features that make them both excellent ereaders.Here's a few on the Nook:  1- It keeps the book title, time, and battery charge visible while reading.  2-It starts up just a bit faster than the Kindle.  3-You can use your own photos for the screen saver and wallpaper.  4-it recognizes the table of contents in PDF books.  5-it reads EPUB file types (meaning you can buy books from Borders.com too and read them)As for the Kindle here are a few features I love about it:  1-I like the real keyboard as the buttons are much easier to push than on screen.  2-It reads PDFS much better than the Nook, more so when you have the PDF converted.  3-the page turns are a bit faster.  4-I prefer the black housing to white.  5-the reading page/screen has no glare at all (the Nook's little color panel on the bottom is very reflective) and it seems the print is a little darker.Both the Nook and Kindle are very easy to purchase and load books on.  I think the thing I was most disappointed in with the Nook are the covers.  They are not enough covers that actually close, like the Kindle and when sticking this reader into your purse or bag, you don't want the cover to open and scratch the screen/reading surface.If you are looking for a great ereader, you cannot go wrong with this Nook or the Kindle latest generation, in my book they are both on the top shelf.  Now if we could just get one that is a smashed together version of both their great features into one unit.Update:  After using both my Nook and Kindle for a while now I've decided I do like the Kindle much better than the Nook.  The page turning buttons on the Kindle are very very light touch, the reading screen does have darker print, and the collections feature is top notch.  Now my Nook, the buttons take some pushing to turn the pages, the reading screen is lighter, and the shelves option is ok.  What I don't care for in the shelves feature is I can't colapse the shelves to just show the shelves and then open them when I want to search in them.  I also don't care for the B&N; Library being seperate from My Documents.  On the Kindle these are all included together and you can sort them out using collections.  With the Nook you must use the naviation screen to switch between them.  I've also had some trouble with the navigation screen on the bottom.  I don't have large fingers and don't wear long fingernails so moving around on the screen should be easy.  However, when I'm tryting to scroll or select something on the touch screen I just can't seem to get what I want.  But when I don't mean to move on the touch screen but accidently touch it, I trigger a menu move.  It's still a very good reader, but when comparing options and usability, I'd choose the Kindle any day over the Nook.  I'll purchase most of my books on the Kindle and what isn't Kindlized will go on the Nook.",5.0,Excellent reader,1293321600,"12 26, 2010"
A1S71JIN40YHXK,1400532620,Pamela,"[0, 0]",I ordered this product and it was not what I wanted. I ordered the wrong one. I contacted the company and returned the item with no problems. I ordered and new one from the same company and cannot wait to get it! Thanks!,5.0,Nook,1369872000,"05 30, 2013"
A3FV80G5TGF2YN,1400532620,Raymond O'Connor,"[2, 2]","Very good product overall.  Manipulation is somewhat clumbersome, but after use for a few hours, it is ok.  I understand that the new version (color) fixes these issues.  The display really does give the feel of paper.  Only negative is no backlighting for use in very low to no light conditions.Overall love the product.",4.0,Nook,1290470400,"11 23, 2010"
A2Q5OH3DGQGMXD,1400532620,"Rob ""riverstone""","[161, 171]","I have been an Amazon fan for a long time. My first attempt at owning a Kindle resulted in two failing devices for which I eventually obtained a refund.My birthday is today; my brother asked me what I wanted two weeks ago and I told him the Kindle. Unfortunately at that precise moment Amazon was right in the middle of rolling out the new Wi-Fi only Kindle and all models were unavailable.  So, I went for the barnes & noble nook Wi-Fi only.Considering my previous experience with the Kindle, I tried not to get too excited. I went on the net to read reviews of the nook and was fearful. I read that it was buggy, that it lagged when you changed pages, that the touch interface was not all that responsive.All of this was wrong; the page turns are quick and do not interrupt the flow of reading.  The touch interface is very nice and I like seeing my book covers in color. When you choose the Cover Flow, your books slide by with the touch of a finger and you simply tap on the book you want to read at that moment.  This was surprisingly helpful when I went to make purchases on the B&N; Store. I know you don't judge a book by its cover, but how many times has a nice colorful packaging led me to a book I wanted to read, uhm; many times. I was really intrigued with the ""swipe"" page turn that you used the touch screen for, however this did not seem to function correctly on the store model or on my own nook. Strangely, after a period of time, it now works perfectly. A representative told me it simply had to adapt to my touch...I don't know how much I trust that statement, however when she turned a page on the display nook it responded to her very well. (Perhaps it was a learning curve?)Side-loading documents: Wow, if you have any epub or pdf documents all you have to do is side load them and voila.  I do recommend a free program called Calibre, which organizes your books, helps you edit the tags, add a color cover, or convert to epub. Pdf is not very easy to read on the nook, but if you convert to epub it goes smoothly, unless there are alot of photos or images, which lessens the accuracy of the conversion. Calibre has even converted files like, Word-Doc, Html, Palm, etc. Calibre will let you pick and choose books to upload to the nook directly from the program; in other words it 'sees' the nook.Drawbacks to the nook: The battery life, that nifty little color touch screen eats the battery power like mad.  B&N; claim that you get 10 days, cut that in half. I do not know if this is because I use the touch screen to do my page turns or not,(the other option being the side buttons) but I am leaning toward, maybe? LCD screens notoriously use power; but using the page turn function does not require the back-light to be on, so I am not sure how it is eating up the battery so badly. It is honestly not that much of a problem for me. I am around my computer so much that it is unlikely a day will go by without it being attached to the CPU or an outlet next to my bed. I have gone almost four days with not re-charging; and I could see that little power icon decrease at least to slightly more than half in that time.Oh - and that nifty little cover flow on the color screen.  Don't expect it to work for Your Documents.  (There are two libraries, the B&N; purchased books and your side-loaded books or documents.) Also there is no way to sort your documents to your specification so you either sort by author, title, or the date you loaded them, very annoying if you build up a nice library; which is highly likely considering you can add an SD card to your nook and increase memory to 16 maybe 32 gigabytes. Speaking of which with that ability to increase memory, it would have been nice if the MP3 Player interface were a little more sophisticated.  An interesting ability is to play an unabridged audio-book and read the book at the same time. I am not sure who would do that, but then again I understand spoken Spanish more than I am capable of reading it.  This might be useful to me in that area, if I can find the matching audio-book/ Spanish-book. (Nuance in foreign language is often lost in English translation.)Never having owned a functioning 3G eBook-reader, I never really missed it with my home Wi-Fi. I have discovered several places close to where I ""haunt"" which have AT&T; free to my nook. I already have a huge collection of books lined up for me to read... so feeling a ""need"" for the 3G seems unlikely. I have always done this, collected books that line up, ready for me to read. (By the way... the in store B&N; Wi-Fi connection has s*cked at every B&N; store I have been to. Amazingly Border's free Wi-fi worked better, I just couldn't buy through the B&N; store. I had to go to my smart phone, buy the book, and it uploaded.)So how do I feel about my nook; I absolutely love it! To be fair however, had I received a functioning Kindle, I would have felt the same way about it, I am certain. I think the Kindle has deficiencies with the lack of a touch/color interface and the side loading documents ability. However, that screen kills the battery as I stated.  The reason for liking the separate touch interface is that you don't want to touch your e-ink screen; I don't see how Sony's all touch interface e-reader is going to be popular when you are smudging your read screen all the time, though I must admit I would like to try one out.The nook is comfortable in all sorts of positions, laying in bed, on the couch, holding it next to you; even laying it away from you and increasing the font so that you could read without holding it. I highly recommend a reading light, especially if you had grown accustomed to reading LCD screens in the dark (my kindle program on my Android phone.)It is rather frustrating, I would have preferred a Kindle simply because I was impressed with Amazon customer service when my Kindle malfunctioned.I do recommend the nook. It would be nice if they would lessen DRM restrictions so I could buy books from Amazon or any other place for that matter.SincerlyR",5.0,nook wifi is it a worthy e-reader? I think so!,1282089600,"08 18, 2010"
A20Y7REXQZ1REW,1400532620,Ryan Kurtz,"[11, 11]","First off, I want to start out by saying that I love my Nook. My friend is an employee of B&N; so he was there to help guide me along in my selection and answer any questions I had. So, yes, I did have a little bias to the product to begin with. However, for what I need, this is perfect in almost every single way. In my review I'll compare the Nook to the Kindle ($139 version) and it's major differences, just so people know what I'm talking about in terms of other products as we go down the list.The Bad (If you want to call it that):1. The Nook is a little heavier than the Kindle. I'm not sure of the exact weight differences, but just by feel alone it is a tad bit heavier. Now, that can be a good or bad thing depending on how you look at it. I for one don't find it to be a deal buster, the weight is not catastrophically heavier and uncomfortable, but it is heavier than the Kindle. I do think, however, that the durability of the Nook is a little better compared to the Kindle. The Nook has built in paddles to turn the pages, while the Kindle has flappy paddles along the side that feel as though they could break if I dropped it on it's side or if I touched it to hard. My suggestion for anyone interested in buying the Nook is to also buy a carrying case for it so it makes it easier to read, almost as if you were reading a real book. The covers at B&N; usually start around $30.2. The Nook does have a touch screen that has a bit of glare to it. Some others have posted their reviews of how they dislike the glare when the touch screen goes dark. For me it is a bit distracting if you find yourself wandering away from the text. However, whenever I read a book I find many distractions around me while I read. It's not a huge deal in anyway and some have posted if you turn it to the right angle you won't see your reflection. Again, not a deal buster in anyway I wouldn't think.3. The start up time is atrocious. I can't defend this one in anyway. Amish people can put up houses in a faster amount of time before the Nook would have a chance to get to your homepage. Ok, so not quite that slow, but you get the idea. I haven't timed it yet but I'm going to take an educated guess that it takes around 1-1/2 minutes to start up. That is something that should have been addressed from B&N; to begin with. Again, I can't defend this one in anyway.Ok, so what you have all been waiting for: The Good1. The extra storage feature is superb. The Nook comes with a built in 2GB storage space. Enough for most people, 2GB will get most every book you want to read in your Nook with no problem. However, if you are a fanatic reader that has Newspapers and Magazines delivered to your Nook everyday or every week, this can begin to take up space if you don't free it up. But don't fret! The Nook comes with an extra storage slot for your SD card that can hold up to whatever the highest SD card space is out there. The great thing about it is, SD cards are a lot cheaper today than you would have found 3 years ago, so adding space is cheap.2. The Nook has a featured called ""LendMe"". This is something that the Kindle does not have and I'm sure for competition sake will have in the future. This a great, great, great feature to the Nook! If you have any friends, family or co-workers that have a Nook and have a book on theirs that you would like to read, you can hook up wireless or through the computer and Lend them a copy of it for up to 14 days. If you're a fast reader then you can knock out a 500-600 page book in easily 14 days.3. Your county library might be on the list of Nook rentals. In the county in which I reside in North Carolina, our county library is fortunate enough to have a system in which I can rent books for 14 days from the library. This also is something the Kindle does not have. Before I go off on how great the feature for renting books is, I should point out that the library is going to have a limited selection of books for you to rent. I'm a big Thomas Sowell reader and he has approximately 30 books out on the market. However, the county library that I rent from has only 1 book from his selection. So do you're research before you buy a book, your county library might have it already. The feature, as I have seen, is relatively easy to use. You do have to hard wire your Nook to your computer after you download some software, but it's really simple and the kind people at your local county library can assist you on how to do this. In fact our county library had everything we needed in terms of software and directions on their website.4. Finally. You can take your Nook to B&N; and read any book for up to an hour. Recently I went to grab some coffee at B&N; and wanted to read a book on Ireland. Popped open my Nook, connected to the B&N; network (already programmed into your nook for ease), selected the book I wanted to read from the list I searched on, and wam-bam I was reading a book. You can read lots of books on one Nook from their online selection without having to lug 20 actual books that you wanted to compare before you bought.In closing on this review I would say first and foremost do your homework. Go to B&N; or BestBuy and try out the Kindle, Nook and even the Sony Reader. Some will really like the touch screen of the Nook compared to the touchpad of the Kindle, but it's all in what you like. Some will like the fact you can Lend books and some won't.I'm sure I've missed out on something that others would like to know about the product before buying, so if you have any questions please contact me back here on Amazon and I'll try to get to you as quickly as possible.",4.0,"Great Item, But Does Have a Few Flaws",1293926400,"01 2, 2011"
A2EJPGQV89WOTD,1400532620,"Sam S ""Sam""","[11, 29]",in my honest opinion nook is unfinished product.none of my technical books in pdf format i was able to read due to pdf reader rendering formulas all over the screen with middle-size font.i am able to see formulas in small font but then the rest of text is unreadable.formula rendering in medium font is a mess however text is readable. i would have expected developer of the device spent more time on fine-tuning the text rendering on ebook reader.,1.0,unfinished product,1281744000,"08 14, 2010"
AMGGZCWY3VNZC,1400532620,S. Morales,"[7, 7]","With these new ereaders on the market, the act of reading has come back to be a very ""in-style,"" technologically advanced and hip thing to do in 2010. Books are now less intimidating and more fun and convenient, and this becomes only more encouraged through Barnes and Noble's Nook.Now, to cut to the chase, the Nook can do most things that the Amazon Kindle can do as well, and while the Kindle holds some ground over the Nook, on an overall scale, if you're looking for a better and more convenient ereader, I'd say to go for the Nook.Both the Kindle and Nook have clear displays, but overall, I would say that the Kindle's display seems to have better resolution. The Kindle also beats the Nook on battery life (as you'll notice that the Nooks battery life seems to last about a week, whereas the Kindle about a month, this is due to the draining power of the Nook's light-up touch screen menu). People may also prefer the button keyboard operation of the Kindle over the Nooks sometimes annoyingly sensitive or not-sensitive-enough touch screen. The Kindle is also thinner and lighter than the Nook. Both have mp3 features though, which helps them. It's always great to be able to read to your favorite music.Now, while it may seem in this paragraph the Kindle has the Nook easily beaten, one must look deeper into finding out why the Nook is a better choice. The reason the nook beats the Kindle is easy - in its navigation, presentation and overall ease of use.The biggest problem with the Kindle (that I noticed) is that the Kindle seems to want to have the look and feel of navigating like a laptop computer in the way it presents the main menu and font size, style and book selection. The problem with this is one thing - this is NOT a computer, it's a portable book, and Barnes and Noble knows this, and made their unit feel way less like just another annoying technological gadget but instead with a ""browsing bookstore"" type of presentation. This is a very BIG difference between the two, and you can sense it even after just a few minutes of toying with it. And this is only talking about the OLDER Nook, I can only imagine how much more amazing of a presentation the color Nook can get with all of its full color pictures and extras.On top of this, the Kindle seems to have placed the turn-page buttons way too attached to the ends, so you actually end up hitting the buttons by accident way too often, whereas the Nooks buttons are more of a soft ""bendable plastic"" type, so you never hit them by accident. This, on top of the little things like being able to slide your finger on the touch screen to turn pages as well as getting book covers and previews, daily logs, etc, give the nook an overall more ""coffee house"" feel which the Kindle doesn't even come close to. And even though the Nook is bulkier and heavier, it actually is made of a more durable softer rubber-like material, and along with the white paneling it makes it feel overall way more professional and studious. Not to mention just more attractive and stylish. This is easily the hipper of the two ereaders. Therefore, things like slightly longer load times, heavier feel, sometimes annoying touch screen and slightly higher price are actually very tolerable once you pick up both units and see and feel the overall difference.Books are an old-fashioned type of entertainment, and while the Kindle tries to make reading and literature just another tacked on 21st century technological piece of unrelatable modernized hardware, the Nook walks the perfect line of bringing the ""old-fashioned"" hobby of reading to a hipper style for the 21st century without taking away the studious professionalism of reading or disrespect the art of literature either. The transition is so much smoother on the Nook that you'll forget you're even reading off of an electronic device.",4.0,"Nook BEATS the Kindle Overall, Reading Revived!",1292544000,"12 17, 2010"
A1K4G5YJDJQI6Q,1400532620,Steve C,"[0, 5]","This is a pretty nice looking toy but useless for any real application. No matter how hard I try I just can't force myself to try and read a book on the little 3"" by 5"" screen. The display is small, dim and has poor contrast so it's hard to read unless it's in bright sunlight and pictures on a page are too small to see clearly. It won't play very many types of books besides pdf files and Kindle books are not compatible. Also it goes to sleep if you don't keep constantly moving your finger around on it. Also it's supposed to be able to browse the web but the Web function doesn't do anything but show a Picture of a web page that talks about it's features but if that did work it would be useless since there's no mouse and no way to move around on the page. It can play MP3's that sound ok but it's 100's of times bigger than an iPod and too large to carry around.",1.0,Useless Gimmick,1306713600,"05 30, 2011"
A1PPS91NLI7KEH,1400532620,suzatm,"[258, 264]","I went from the Sony Reader Pocket Edition (which I really did like) to the Nook after the Wifi only version came out and I do not regret the move.  I love everything about the Nook and BN reader store. The Nook is bigger than the Sony Pocket Reader and after reading the Nook for awhile - I just could not go back to reading something on the Pocket Reader. I like the fact that you can enlarge the print up to extra extra large and choose between several font styles.  I like the clock at the top of the reader so now I don't have to waste my morning reading time on the porch by constantly running in to check the clock in the kitchen to see when I need to get ready for work.  I like the fact that you can look at the covers of the books when you want to pick out what you want to read next.  I like that you can add so much extra space to your device (the Pocket reader only accepted 150 books before freezing and acting up). I really like the fact that you can preorder ebooks which will just download to your device when they are available.  I like the fact that the power cord is $14.99 so I can buy extra (one for home, one for work) - where Sony Reader's power cord was almost $30.00.  I like the fact that I can install my own new battery when the time comes and not have to send my reader off to have it done for me.  I like the fact that if there are any questions about the Nook, I just have to go to a nearby B&N and get the help I need instead of wasting time with emails only to receive vague answers from the techs.  All in all I think this is a wonderful device - exactly what I wanted.  I usually read about three to four books a week and being able to carry my whole library with me is great!  I would definitely recommend this product.",5.0,5 Stars plus 5 more,1279843200,"07 23, 2010"
A3TF6A1YMYJQ9U,1400532620,"T. Marble ""Movie fan""","[6, 6]","Sorry Kindle, but the Nook is my book. I studied the various ereaders and tablets trying to decide what to spend my money on. Loved the idea of an iPad, but $600 is ridiculous for books, and it's size prohibits simple everyday usage. Android tablets seem too fickle and the technology is changing daily, without being upgradeable.So that leaves dedicated ereaders. Kindle was out for two main reasons: proprietary file format prohibits library rentals, and removable battery. The nook just seemed the right set of features.",5.0,The only ereader for the serious reader.,1292198400,"12 13, 2010"
A2UHIN9H9DDZMX,1400532620,Warren Steffey,"[3, 3]","My wife received a basic Nook for Christmas.  Being electronically challenged, she immediately plopped it in my lap with instructions to ""Buy me a book"". As the nearest B&N; store is 30 miles away I elected to follow the B&N; site to my PC, to the Nook route.  Opening an account on the B&N; site, purchasing a book and downloading it to my PC was easy and fast. Prices are about half that of a printed version. Passing it along to the Nook was another matter.  The Nook came with virtually no usable instructions, either printed or electronic, to explain the procedure that I wanted to use.  After going back to the B&N; site I discovered a little free program called ""Nook for PC"". After downloading that program I was able to copy the book from my PC to the Nook. Everything works fine now, and my wife is addicted to the thing, she takes it everywhere. She still will not, however, try to load new purchases on the Nook.We now have three copies of every book we have purchased, one on the B&N; site, one on my computer, and one on the Nook. With one Nook, it is pretty hard to share after she finishes, and although I can read the books on my PC, that just is not comfortable or practical.  I personally think $150 or so for my own Nook might be a little too much so I am going to look into a cheaper alternative. Walmart has one or two for under $120, one for under $90 that some people like.The Nook is a good option if all you want is a book reader.  The other functions do not seem to work well enough to be practical. The Nook might be a little expensive for what you get, but the service at the B&N; store we visited twice was excellent.  One evening after dinner we visited a B&N; store with Nook in tow. After my wife found a book she wanted, we took the book and the Nook to the Nook counter.  The attendant was happy to purchase the book with her Nook and download it for her.  The book cost for $24 and change, downloaded to the Nook, $12 and change. He even offered to return the book to the proper place on the shelf.  Not saying they will do this all the time, but it was a nice experience, and we saved a little money.",4.0,Takes practice,1296777600,"02 4, 2011"
A10BOETDPAFJ4C,1400532620,weapon x,"[1, 1]","the battery is great-about 12-14 hours from 80% charged.  I was wondering how i would like an e-reader vers a book, and i must say that i don't even notice the difference.  love everything about it.  The only thing that could be better is the on/off function and wi-fi.  the power button is very sensistive and is tricky to turn on (at first).  the ewifi range is short.  maybe 30 ft from my router is all i can go.  other than that.  it works great, and at a very fair price",5.0,Love it!!,1302480000,"04 11, 2011"
A3JZ898Q8XXL6K,1400532655,,"[0, 0]",Not worth saving a few bucks. Go with an iPad.,1.0,Not user friendly. Very time consuming to find your downloads,1405296000,"07 14, 2014"
A23C0R77ZP9Z84,1400532655,Aeon,"[1, 22]","An eReader without e-ink? Really?eReaders are devices dedicated to reading, and thus the main inconvenience they should avoid is eye-strain.By introducing a backlit eBook, B&N; removed the key point of eReaders.If you need a device that has a backlit screen (and can afford a $283 device), why wouldn't you pay the extra $200 to get an iPad, which does the job much more efficiently?Please, correct me if I'm wrong, because I really don't get the point of this device.Thanks.",3.0,Why Would You Want To Do That?,1298505600,"02 24, 2011"
A1FNHDWSN2KA0G,1400532655,Alex Tamulis,"[11, 15]","I knew about the NOOK Color even before it was released and I was really excited about this ereader, because I own a Kindle 3 and I'm part of the customers that think that it could offer more things and be more en par with the future. The NOOK Color has many features that appealed to me like touchscreen, vivid view technology, brightness adjustments, really nice web browser and mp3 player, etc. So I decided to order one with BlueProton cause they ship it to Canada, and I paid 60 dollars more than the actual price at B&N; and expedited shipping taxes on top of that. I didn't care, I just wanted my NC cause honestly I'm just tired of buying AAA batteries for my Clip light to read my Kindle 3 in bed. I noticed I never read in bright sunlight, I'm an indoors type of reader and I also like to browse while I read, mostly wikipedia and google and the Kindle we browser is primitive.Anyways, I got the NC promptly, I was super excited, but then I tried to transfer my epub books to it and noticed that my computer didn't recognize the unit's drive. Nothing popped. I had my iphone and my kindle plugged in and they were right there. I went to a friend's house and nothing popped on his computer either. A third try at a different laptop and same thing: nada. I went back home and kept trying and all of a sudden I started seeing smoke coming out of the USB port and a smell of burned toast. Really strong. I knew that unit was gone and that freaked me out. Everything else worked perfectly, but the USB was pooched. I returned it and they were very professional about it, but said that they found nothing wrong with the device. I bet they just reset it and tested ome of the features without actually testing its hardware. Anyways, I said I didn't want that unit back. Now here I am, with no Nook Color, nobody else sends it to Canada. I'm contacting friends in the US so I can send it to them, buying it straight from B&N; and then they can mail it to me. It's just weird that at this day and age we still can't have items shipped internationally, even when we're willing to pay more money for that luxury.Now I'm again using my Kindle like crazy, since it's all I got and it never fails. But I'm still gonna buy the NC no matter what. I just don't know if I'll sell my Kindle 3 in the future or keep it because it has sentimental value now, hehe.I think that for 249 US dollars, the NC is the best e-reader in the market. Right now the Kindle still leads and the iPad is coming strong, but 2011 will be the year the Nook Color will establish itself as a great competitor for these other two. If Amazon doesn't come up with a color Kindle with touchscreen, I strongly believe they will be the Betamax and VHS of the 2000s. But I really like the Kindle and if they came up with something like a reader's tablet, I would use it instead of using B&N;'s. However, that still hasn't happened and Jeff Bezos says he doesn't want that to happen just now. So I'll purchase a Nook Color and be happy with it.",3.0,Great device but why not ship it to Canada?,1292457600,"12 16, 2010"
AA2SVPVU0LQTK,1400532655,AlysiaRocks,"[3, 3]","My daughter wanted one of these for a while and after ""all her friends"" got them for Christmas we bought her one.  She uses it all the time and reads so much more now then before.  I hate having to pay for books she could just get from the library but our library now offers free books for the Nook that you can check out digitally for 2 weeks with no fees.  Now we get all sorts of books for it for free.  So happy with our purchase.",5.0,My tween loves it,1308355200,"06 18, 2011"
A2RFNIOYR9YO69,1400532655,"Amazon Addict ""Infinite wishlist""","[0, 0]","I bought the color Nook for a family member for Christmas. If I didn't already have the iPad and prefer Apple products, I would have purchased one of these for myself. I think it makes a much more user friendly product than Android tablets, and the price is good. Combine a good product at a great price with an already large library available from Barnes & Noble, and you have a real competitor to the iPad and Kindle.",5.0,High quality e-reader iPad alternative,1346889600,"09 6, 2012"
